"","tx_id","Length","EffectiveLength","Overdispersion","logFC","logCPM","F.x","PValue","FDR","Results","tx_version","NIF_dEJ","NIF_uORF","NIF_long_3utr","NIF|__|GC(cds[-10:termination_codon])","GC_5utr","GC_cds","GC_3utr","GC_exons","GC_introns","LENGTH_5utr","LENGTH_cds","LENGTH_3utr","LENGTH_exons","LENGTH_introns","EXONS_count","dEJs|__|penultimate-exon>=55(nts)","uORFs|__|count","uORFs|__|gc-content","uORFs|__|lengths","uORFs|__|max-length","nif_feature","gene_id","gene.x","A","Coef.UPF3B_vs_Control","Coef.UPF3A_vs_Control","Coef.UPF3A_OE_vs_Control","Coef.DoubleKD_vs_Control","Coef.UPF3A_OE_UPF3B_KD_vs_Control","t.UPF3B_vs_Control","t.UPF3A_vs_Control","t.UPF3A_OE_vs_Control","t.DoubleKD_vs_Control","t.UPF3A_OE_UPF3B_KD_vs_Control","p.value.UPF3B_vs_Control","p.value.UPF3A_vs_Control","p.value.UPF3A_OE_vs_Control","p.value.DoubleKD_vs_Control","p.value.UPF3A_OE_UPF3B_KD_vs_Control","p.value.adj.UPF3B_vs_Control","p.value.adj.UPF3A_vs_Control","p.value.adj.UPF3A_OE_vs_Control","p.value.adj.DoubleKD_vs_Control","p.value.adj.UPF3A_OE_UPF3B_KD_vs_Control","F.y","F.p.value","Res.UPF3B_vs_Control","Res.UPF3A_vs_Control","Res.UPF3A_OE_vs_Control","Res.DoubleKD_vs_Control","Res.UPF3A_OE_UPF3B_KD_vs_Control","gene.y","entrez"
"94","ENSMUST00000180626",2020,1747.094,1.7100038826621,-0.754123073701667,2.00786808890875,24.5687551533923,4.03379177237046e-05,0.00199414491085072,-1,"ENSMUST00000180626.2","0","1","0",0.6,0.525423728813559,0.476642913697546,0.319767441860465,"[0.5205882352941177, 0.5629139072847682, 0.4146341463414634, 0.4246575342465753, 0.39215686274509803, 0.5117647058823529, 0.4444444444444444, 0.47, 0.4934210526315789, 0.43037974683544306, 0.43137254901960786, 0.5040650406504065, 0.42424242424242425, 0.3838771593090211]","[0.4414573753095154, 0.4282115869017632, 0.45435684647302904, 0.42050616482803377, 0.423773987206823, 0.4182798805740152, 0.3905005028235476, 0.42344961240310075, 0.4040041067761807, 0.41458836149101636, 0.43839285714285714, 0.44846678023850084, 0.43019624474688667]",413,1263,344,"[340, 151, 41, 73, 51, 170, 36, 100, 152, 79, 51, 123, 132, 521]","[73502, 22629, 964, 32361, 9380, 10383, 12927, 6192, 1948, 3729, 1120, 2348, 51874]",14,NA,4,"[0.5555555555555556, 0.48717948717948717, 0.494949494949495, 0.5166666666666667]","[81, 117, 99, 60]",117,"One","ENSMUSG00000041112","Elmo1",3.07,0.92,-0.781,-0.456,0.475,0.519,13.68,-9.2,-5.73,6.76,7.46,0,0,3e-05,1e-05,0,0,8e-06,0.041271,4.6e-05,5.4e-05,151.18,0,1,-1,0,0,0,"Elmo1","140580"
"95","ENSMUST00000078825",1256,983.094,1.04242285833589,0.713486311130544,2.30567348882619,23.29072753001,5.67014230971864e-05,0.0026019723673062,1,"ENSMUST00000078825.5","0","0","0",0.5,0.466666666666667,0.493333333333333,0.464125560538117,"[0.47, 0.47619047619047616, 0.5294117647058824, 0.4666666666666667, 0.4704]","[0.468503937007874, 0.5100864553314121, 0.4387168551826442, 0.4439784301977232]",60,750,446,"[100, 21, 255, 255, 625]","[508, 347, 5393, 3338]",5,NA,0,"","",NA,"None","ENSMUSG00000059089","Fcgr4",2.18,0.771,0.682,-0.481,1.246,0.464,5.54,4.9,-2.84,9.45,3.22,5e-05,0.00017,0.01212,0,0.00547,0.000712,0.002444,0.318177,1e-06,0.028976,37.57,0,1,1,0,1,0,"Fcgr4","246256"
"96","ENSMUST00000101561",951,678.134,1.11146601031386,1.1623532428923,0.0906751378569401,23.2241719897471,5.77309392336586e-05,0.00262668507211527,1,"ENSMUST00000101561.8","0","0","0",0.3,0.402173913043478,0.384863123993559,0.361344537815126,"[0.39705882352941174, 0.4152542372881356, 0.4, 0.3142857142857143, 0.3559322033898305, 0.34, 0.47474747474747475, 0.36151603498542273]","[0.42502244836875186, 0.29697986577181207, 0.30670103092783507, 0.36347695390781565, 0.2714819427148194, 0.34905995033699894, 0.3654895205282802]",92,621,238,"[68, 118, 70, 35, 118, 100, 99, 343]","[10023, 596, 388, 3992, 803, 2819, 3483]",8,NA,0,"","",NA,"None","ENSMUSG00000073177","Gm773",0.82,-0.837,1.134,-0.237,-0.446,-0.822,-3.92,7.52,-1.26,-2.25,-3.88,0.00126,0,0.22493,0.03927,0.00139,0.008502,6.3e-05,0.778772,0.079694,0.010302,36.48,0,-1,1,0,0,-1,"Gm773","331416"
"97","ENSMUST00000134834",4063,3790.094,1.5162610590562,0.777951628329052,1.74313663440052,22.7219516221557,6.6183540970012e-05,0.00291300094895215,1,"ENSMUST00000134834.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000061878","Sphk1",3.88,0.797,0.934,0.119,1.322,0.738,10.11,12.04,1.42,17.43,9.34,0,0,0.17418,0,0,2e-06,0,0.739743,0,6e-06,87.12,0,1,1,0,1,1,"Sphk1","20698"
"98","ENSMUST00000162875",4634,4361.094,1.60299184374705,1.30398077259687,0.308554270102513,22.6890833074447,6.67816010933036e-05,0.00292673584320364,1,"ENSMUST00000162875.8","0","0","0",0.2,0.792775665399239,0.572845804988662,0.5,"[0.7945736434108527, 0.5625, 0.48520710059171596, 0.5955882352941176, 0.5679012345679012, 0.5666666666666667, 0.5823223570190641, 0.6117021276595744, 0.5379310344827586, 0.5027777777777778]","[0.46837672997103924, 0.4271933853927423, 0.47283804366221016, 0.44744744744744747, 0.4827228749136144, 0.4827746741154562, 0.47811262648482183, 0.5345345345345346, 0.44148936170212766]",526,3528,580,"[516, 80, 169, 136, 162, 210, 2308, 188, 145, 720]","[74929, 6531, 5909, 333, 2894, 2148, 9092, 999, 940]",10,NA,0,"","",NA,"None","ENSMUSG00000026090","Cracdl",-0.57,1.499,1.613,0.194,2.255,1.315,5.86,6.42,0.66,9.39,5.07,3e-05,1e-05,0.51591,0,0.00012,0.00044,0.000266,0.920636,2e-06,0.001619,25.88,0,1,1,0,1,1,"Cracdl","72097"
"99","ENSMUST00000108716",1721,1448.094,4.91756029101865,1.52273519653457,-0.530224466717946,22.6671043316206,6.71847827630356e-05,0.00293811400944374,1,"ENSMUST00000108716.8","0","0","0",0.6,0.5,0.535976505139501,0.523316062176166,"[0.5031055900621118, 0.5568862275449101, 0.5603448275862069, 0.4883720930232558, 0.5406698564593302, 0.4745762711864407, 0.5, 0.5389221556886228, 0.51, 0.5877862595419847, 0.5288461538461539]","[0.5013062409288824, 0.5468306527909177, 0.5597609561752988, 0.5519713261648745, 0.5239398084815321, 0.5201192250372578, 0.5196969696969697, 0.5156626506024097, 0.5043859649122807, 0.5760869565217391]",166,1362,193,"[161, 167, 232, 86, 209, 118, 142, 167, 100, 131, 208]","[3445, 1057, 502, 279, 731, 671, 660, 415, 228, 92]",11,NA,0,"","",NA,"None","ENSMUSG00000019102","Aldh3a1",1.54,0.597,1.296,-0.588,1.426,-0.101,3.6,8.56,-2.88,9.47,-0.54,0.0025,0,0.01109,0,0.5936,0.01421,1.8e-05,0.309862,1e-06,0.742935,51.7,0,1,1,-1,1,0,"Aldh3a1","11670"
"100","ENSMUST00000123019",3268,2995.094,1,1.24221981570664,0.306486745333527,22.3262446291357,7.37864813632896e-05,0.00318261542849687,1,"ENSMUST00000123019.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000057137","Tmem140",1.34,0.649,1.188,-0.208,1.94,0.344,5.05,10.01,-1.41,17.32,2.57,0.00013,0,0.17713,0,0.02082,0.001513,3e-06,0.745242,0,0.077287,98.76,0,1,1,0,1,0,"Tmem140","68487"
"101","ENSMUST00000105683",1460,1187.094,1.30873481358309,-0.837559603616505,1.18574653860261,22.1267321041121,7.7973732013796e-05,0.00333162711119072,-1,"ENSMUST00000105683.9","0","1","0",0.5,0.595070422535211,0.473282442748092,0.464102564102564,"[0.5672043010752689, 0.5302013422818792, 0.43010752688172044, 0.44285714285714284, 0.5063291139240507, 0.46774193548387094, 0.451417004048583]","[0.5585443037974683, 0.49786142001710865, 0.4495171202809482, 0.4744186046511628, 0.4411764705882353, 0.4857320099255583]",284,786,390,"[372, 149, 93, 70, 158, 124, 494]","[632, 1169, 2278, 1075, 3230, 1612]",7,NA,3,"[0.6060606060606061, 0.5897435897435898, 0.6]","[66, 78, 75]",78,"One","ENSMUSG00000028972","Car6",1.11,1.113,-0.827,-0.412,-0.057,1.187,8.14,-4.4,-2.37,-0.35,8.79,0,0.00048,0.03113,0.73252,0,2e-05,0.005297,0.463116,0.807581,1.2e-05,60.97,0,1,-1,0,0,1,"Car6","12353"
"102","ENSMUST00000027688",3485,3212.094,5.0661859192171,1.0739386863515,0.372189947298079,21.587839471076,9.06239297031168e-05,0.00372067132852325,1,"ENSMUST00000027688.15","0","0","1",0.7,0.78125,0.593397745571659,0.467139479905437,"[0.7403508771929824, 0.5901639344262295, 0.5315315315315315, 0.5234899328859061, 0.5086206896551724, 0.4660493827160494]","[0.49294336118848653, 0.4921671888540764, 0.5216763005780347, 0.534020618556701, 0.52]",128,1242,2115,"[570, 122, 111, 298, 116, 2268]","[32310, 30002, 692, 485, 1875]",6,NA,0,"","",NA,"One","ENSMUSG00000026430","Rassf5",1.03,0.846,0.613,-0.218,1.043,0.861,6.23,4.4,-1.37,7.88,6.39,1e-05,0.00047,0.18942,0,1e-05,0.000252,0.005222,0.759557,1e-05,0.000232,28.29,0,1,1,0,1,1,"Rassf5","54354"
"103","ENSMUST00000106804",3068,2795.094,1.02136455532155,1.21398520889785,0.617924718769095,21.0862552302944,0.00010441146680113,0.00416556975689149,1,"ENSMUST00000106804.2","0","0","0",0.6,0.645569620253165,0.472146118721461,0.365277777777778,"[0.6407185628742516, 0.49866310160427807, 0.5660377358490566, 0.5294117647058824, 0.42574257425742573, 0.34285714285714286, 0.46875, 0.5145631067961165, 0.525, 0.5304347826086957, 0.5121951219512195, 0.296875, 0.42424242424242425, 0.5, 0.4246575342465753, 0.39080459770114945, 0.30851063829787234, 0.43312101910828027, 0.35294117647058826, 0.36971350613915416]","[0.4468850475917614, 0.44932671863926293, 0.4628712871287129, 0.400868358304566, 0.4194448319151904, 0.45346960731576114, 0.4424552429667519, 0.4473916887709991, 0.42621722846441945, 0.45454545454545453, 0.4358747044917258, 0.41610087293889425, 0.45630461922596754, 0.36765561372891215, 0.4216756341275942, 0.3956363636363636, 0.4268402154398564, 0.29411764705882354, 0.4122448979591837]",158,2190,720,"[167, 748, 159, 34, 101, 35, 32, 103, 160, 115, 41, 64, 99, 32, 73, 87, 94, 157, 34, 733]","[31413, 2822, 2020, 28099, 7169, 1859, 782, 1131, 5340, 88, 3384, 1031, 1602, 1719, 6505, 2750, 2228, 85, 245]",20,NA,0,"","",NA,"None","ENSMUSG00000078612","Fyb2",-1.37,2.21,1.174,0.086,3.199,2.153,7.76,3.81,0.25,11.92,7.54,0,0.00161,0.80762,0,0,3.2e-05,0.012928,0.976516,0,4.9e-05,44.27,0,1,1,0,1,1,"Fyb2","242594"
"104","ENSMUST00000161590",481,210.179,1.16896596938006,0.727852900508166,1.663146721506,21.0018584663882,0.000106946772115252,0.00425014778931418,1,"ENSMUST00000161590.4","0","0","0",0.6,0.375,0.534188034188034,0.448430493273543,"[0.5121951219512195, 0.52, 0.5121951219512195, 0.45161290322580644]","[0.4828339575530587, 0.46101477947166297, 0.5095652173913043]",24,234,223,"[82, 100, 82, 217]","[3204, 17186, 575]",4,NA,0,"","",NA,"None","ENSMUSG00000074604","Mgst2",6.17,0.656,0.77,-0.234,1.019,0.716,9.2,10.84,-3.17,14.39,10.06,0,0,0.00606,0,0,6e-06,1e-06,0.254658,0,3e-06,94.33,0,1,1,0,1,1,"Mgst2","211666"
"105","ENSMUST00000152651",1614,1341.094,1.78045521277661,-0.809693266473461,1.02767286970247,20.9293492599327,0.000109178207927417,0.00431369844120943,-1,"ENSMUST00000152651.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000033538","Casp4",5.94,-1.066,-0.922,-0.154,-2.031,-1.332,-17.33,-15.1,-2.57,-31.07,-21.42,0,0,0.02072,0,0,0,0,0.411878,0,0,273.26,0,-1,-1,0,-1,-1,"Casp4","12363"
"106","ENSMUST00000041477",2223,1950.094,3.32733586919432,-1.14851213640927,-0.352126818591609,19.5016000035533,0.00016515861332558,0.00588375763207655,-1,"ENSMUST00000041477.15","0","0","0",0.3,0.522388059701492,0.596736596736597,0.504491017964072,"[0.5192307692307693, 0.565461029037188]","[0.5622435020519836]",268,1287,668,"[260, 1963]","[731]",2,NA,0,"","",NA,"None","ENSMUSG00000037206","Islr",0.1,-1.256,-1.05,-0.413,-2.482,-1.791,-6.84,-6.03,-2.71,-10.25,-8.68,0,2e-05,0.01562,0,0,0.000106,0.000445,0.360198,1e-06,1.3e-05,28.96,0,-1,-1,0,-1,-1,"Islr","26968"
"107","ENSMUST00000051386",2909,2636.094,3.34636822957141,1.04045832329392,0.254803196251197,19.405525339979,0.000169910724691346,0.00602682469132656,1,"ENSMUST00000051386.13","0","0","0",0.4,0.614035087719298,0.563953488372093,0.558823529411765,"[0.5686274509803921, 0.5555555555555556, 0.44, 0.5776699029126213, 0.5412844036697247, 0.5315315315315315, 0.575, 0.6329113924050633, 0.5959595959595959, 0.5367647058823529, 0.6138613861386139, 0.5, 0.610062893081761, 0.5444444444444444, 0.6095890410958904, 0.5655172413793104, 0.5698924731182796, 0.5694444444444444, 0.6046511627906976, 0.533678756476684]","[0.5278562777553493, 0.5266666666666666, 0.5411255411255411, 0.4923413566739606, 0.5347018572825024, 0.5765472312703583, 0.5446685878962536, 0.5764705882352941, 0.5616942909760589, 0.6192660550458715, 0.5273348519362187, 0.5703422053231939, 0.530791788856305, 0.5320754716981132, 0.56158940397351, 0.5259467040673211, 0.5741626794258373, 0.5845410628019324, 0.6144200626959248]",57,2580,272,"[51, 72, 75, 206, 109, 111, 200, 79, 99, 136, 101, 138, 159, 180, 146, 145, 186, 72, 258, 386]","[4954, 150, 231, 1828, 1023, 307, 347, 85, 543, 218, 1756, 263, 682, 530, 755, 1426, 209, 207, 319]",20,NA,0,"","",NA,"None","ENSMUSG00000038775","Vill",0.91,0.994,1.012,0.009,1.522,0.646,3.92,4.04,0.03,6.38,2.44,0.00128,0.00099,0.97687,1e-05,0.02688,0.008564,0.009071,0.997951,8.3e-05,0.092261,12.49,5e-05,1,1,0,1,0,"Vill","22351"
"108","ENSMUST00000112814",2027,1754.094,2.04508198168403,0.95608699666888,0.261104901233595,18.645125884485,0.000213185820130622,0.00728408612304404,1,"ENSMUST00000112814.8","0","0","0",0.2,0.578947368421053,0.44962962962963,0.337770382695507,"[0.5760869565217391, 0.4444444444444444, 0.4125, 0.456725755995829, 0.4024390243902439, 0.46, 0.34169278996865204]","[0.4136505671333317, 0.33518776077885953, 0.3565004088307441, 0.3939771224029258, 0.3610421836228288, 0.397422604058658]",76,1350,601,"[92, 126, 80, 959, 82, 50, 638]","[40643, 719, 3669, 12851, 806, 6751]",7,NA,0,"","",NA,"None","ENSMUSG00000095872","Gm15128",0.13,-1.318,0.725,-0.598,-0.879,-1.384,-6.25,5.05,-3.32,-4.53,-6.54,1e-05,0.00013,0.00446,0.00036,1e-05,0.000245,0.001932,0.243557,0.001584,0.000185,39.36,0,-1,1,-1,-1,-1,"Gm15128","434863"
"109","ENSMUST00000132608",504,232.787,1.76490448804455,1.4976164297639,-0.742456764274838,18.5765086669523,0.000217641565724902,0.0074115825372857,1,"ENSMUST00000132608.2","0","1","0",0.7,0.584541062801932,0.57487922705314,NA,"[0.5945945945945946, 0.625, 0.562015503875969, 0.6179775280898876]","[0.6054054054054054, 0.48936170212765956, 0.5463108320251178]",414,414,NA,"[37, 120, 258, 89]","[185, 1880, 637]",4,NA,1,"[0.4666666666666667]","[60]",60,"One","ENSMUSG00000027611","Procr",4.13,0.708,0.848,0.253,1.35,0.73,7.66,9.33,2.64,15.27,7.95,0,0,0.01799,0,0,3.6e-05,7e-06,0.383563,0,3e-05,57.24,0,1,1,0,1,1,"Procr","19124"
"110","ENSMUST00000018571",4847,4574.094,1.08785145802138,0.771019286647587,1.62792118987558,18.5550280489969,0.000219057083352247,0.00744121459988175,1,"ENSMUST00000018571.5","0","0","1",0.6,0.642172523961661,0.472222222222222,0.453282223287015,"[0.6896551724137931, 0.5764331210191083, 0.5454545454545454, 0.47706422018348627, 0.45168855534709196]","[0.4649960408030183, 0.47886342520904307, 0.4708233413269384, 0.4701338825952626]",313,360,4174,"[116, 314, 44, 109, 4264]","[21469, 25832, 1251, 3884]",5,NA,0,"","",NA,"One","ENSMUSG00000018427","Ypel2",-0.66,1.085,0.756,-0.487,1.303,0.642,4.92,3.33,-1.82,6.04,2.78,0.00017,0.00439,0.08835,2e-05,0.01366,0.00184,0.026756,0.612989,0.000138,0.056948,17.6,1e-05,1,1,0,1,0,"Ypel2","77864"
"111","ENSMUST00000118853",6729,6456.094,1.73069737966741,1.41882779786694,0.0553254853617471,18.1546052508619,0.000247354327640198,0.00816528604298083,1,"ENSMUST00000118853.8","0","0","1",0.3,0.518891687657431,0.523166023166023,0.365424863959816,"[0.4936708860759494, 0.5643044619422573, 0.49767441860465117, 0.41409691629955947, 0.3692338547934216]","[0.39244410177332306, 0.4229657936433964, 0.4048073117196215, 0.40688575899843504]",397,1554,4778,"[158, 1143, 215, 227, 4986]","[1297, 21458, 27791, 4473]",5,NA,0,"","",NA,"One","ENSMUSG00000027955","Gask1b",-1.51,-1.866,1.233,0.139,-0.516,-1.115,-3.15,3.24,0.32,-1.08,-2.15,0.00629,0.00522,0.75082,0.29784,0.04746,0.028094,0.030405,0.964943,0.407638,0.136712,10.02,0.00019,-1,1,0,0,0,"Gask1b","68659"
"112","ENSMUST00000114189",755,482.291,1.45728031960006,0.552825163507288,1.77539373402427,17.426875590058,0.000309452655521495,0.00961820731577966,1,"ENSMUST00000114189.10","0","1","0",0.6,0.504098360655738,0.53639846743295,0.44,"[0.5769230769230769, 0.4934210526315789, 0.4772117962466488]","[0.41311632359980854, 0.4389005079175381]",244,261,250,"[78, 304, 373]","[4178, 3347]",3,NA,1,"[0.4444444444444444]","[36]",36,"One","ENSMUSG00000019088","Dnase1l1",5.01,0.716,0.667,-0.066,1.041,0.487,4.9,4.56,-0.43,7.23,3.3,0.00017,0.00034,0.67249,0,0.00468,0.001895,0.004074,0.953026,2.4e-05,0.025679,17.77,1e-05,1,1,0,1,0,"Dnase1l1","69537"
"113","ENSMUST00000141306",1216,943.094,1.75867691722335,0.744226083052718,1.65767287508365,17.3484601710943,0.000317091742787124,0.00980326005098592,1,"ENSMUST00000141306.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000041351","Rap1gap",4.65,0.736,0.735,0.018,1.15,0.564,8.33,8.35,0.2,13.33,6.34,0,0,0.84638,0,1e-05,1.6e-05,2.3e-05,0.978232,0,0.00025,53.76,0,1,1,0,1,0,"Rap1gap","110351"
"114","ENSMUST00000137365",4912,4639.094,2.07770933914524,-1.08966231518548,0.432647380256184,17.0227058961805,0.00035108561111512,0.0106137277103214,-1,"ENSMUST00000137365.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000020241","Col6a2",5.61,-0.932,-1.17,-0.112,-1.631,-1.038,-19.09,-23.73,-2.39,-31.84,-21.19,0,0,0.03006,0,0,0,0,0.456576,0,0,315,0,-1,-1,0,-1,-1,"Col6a2","12834"
"115","ENSMUST00000115068",5943,5670.094,2.61141723755857,1.17020796749075,-0.147373410280589,16.8670360277751,0.000368707550883374,0.0109762226765885,1,"ENSMUST00000115068.10","0","1","1",0.2,0.585301837270341,0.532536520584329,0.477810650887574,"[0.5909090909090909, 0.5, 0.5425531914893617, 0.43037974683544306, 0.5441176470588235, 0.5454545454545454, 0.5089820359281437, 0.5263157894736842, 0.5686274509803921, 0.46153846153846156, 0.5079365079365079, 0.5697674418604651, 0.42857142857142855, 0.527027027027027, 0.5822784810126582, 0.6020408163265306, 0.6, 0.4769155206286837]","[0.4596641175588544, 0.5100806451612904, 0.5423728813559322, 0.512341062079282, 0.5498783454987834, 0.42379679144385024, 0.4875283446712018, 0.5352112676056338, 0.5060606060606061, 0.49962546816479403, 0.5032258064516129, 0.45412130637636083, 0.5590062111801242, 0.5949367088607594, 0.532258064516129, 0.5183673469387755, 0.5275257108287962]",381,1506,4056,"[440, 82, 94, 79, 136, 77, 167, 38, 153, 91, 63, 86, 49, 74, 79, 98, 65, 4072]","[13338, 496, 118, 1337, 411, 748, 441, 284, 330, 1335, 310, 643, 161, 237, 124, 245, 1653]",18,NA,4,"[0.49206349206349204, 0.4666666666666667, 0.6818181818181818, 0.7333333333333333]","[63, 45, 66, 90]",90,"Two","ENSMUSG00000032122","Slc37a2",-0.55,1.138,1.359,-0.052,2.011,0.838,3.7,4.55,-0.15,7.11,2.64,0.00201,0.00035,0.88556,0,0.01798,0.012062,0.004154,0.98511,2.9e-05,0.069652,15.52,1e-05,1,1,0,1,0,"Slc37a2","56857"
"116","ENSMUST00000019734",2741,2468.094,1.12102943217874,0.724520560295128,1.47461087037625,16.7889729863047,0.000377903185488051,0.0111769118535217,1,"ENSMUST00000019734.11","0","0","1",0.6,0.758730158730159,0.563081009296149,0.517035265989241,"[0.7649006622516556, 0.5754716981132075, 0.5656565656565656, 0.5, 0.5632911392405063, 0.5241157556270096]","[0.5384370015948964, 0.5292307692307693, 0.5836431226765799, 0.5514705882352942, 0.5706521739130435]",315,753,1673,"[302, 212, 99, 104, 158, 1866]","[6270, 975, 269, 272, 184]",6,NA,0,"","",NA,"One","ENSMUSG00000019590","Cyb561",1.27,0.787,0.66,0.194,0.988,0.584,3.54,2.93,0.8,4.55,2.56,0.00279,0.01008,0.43527,0.00035,0.02128,0.015382,0.048636,0.896242,0.001541,0.078354,5.82,0.00319,1,1,0,1,0,"Cyb561","13056"
"117","ENSMUST00000119361",513,241.662,2.1818930801099,0.865135886686688,1.33159468573261,16.6143839413206,0.000399381554076553,0.0116854075432563,1,"ENSMUST00000119361.4","0","0","0",0.2,0.567708333333333,0.489583333333333,NA,"[0.6, 0.4934210526315789, 0.4074074074074074]","[0.41311632359980854, 0.4316069057104914]",192,192,NA,"[155, 304, 54]","[4178, 3012]",3,NA,0,"","",NA,"None","ENSMUSG00000019088","Dnase1l1",5.01,0.716,0.667,-0.066,1.041,0.487,4.9,4.56,-0.43,7.23,3.3,0.00017,0.00034,0.67249,0,0.00468,0.001895,0.004074,0.953026,2.4e-05,0.025679,17.77,1e-05,1,1,0,1,0,"Dnase1l1","69537"
"118","ENSMUST00000160023",2538,2265.094,2.41667084563956,2.10306437908237,-1.34480535486616,16.0373603490939,0.000480323454160217,0.0134942209671518,1,"ENSMUST00000160023.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000026090","Cracdl",-0.57,1.499,1.613,0.194,2.255,1.315,5.86,6.42,0.66,9.39,5.07,3e-05,1e-05,0.51591,0,0.00012,0.00044,0.000266,0.920636,2e-06,0.001619,25.88,0,1,1,0,1,1,"Cracdl","72097"
"119","ENSMUST00000029652",3521,3248.094,5.0002183491993,3.69644730001991,-2.64482188319583,15.9638356741476,0.00049185346662305,0.0137614750165969,1,"ENSMUST00000029652.4","0","1","1",0.5,0.69539666993144,0.484585741811175,0.390560875512996,"[0.6874451273046532, 0.45918367346938777, 0.425414364640884, 0.5048076923076923, 0.463302752293578, 0.3977200759974667]","[0.38247472315840153, 0.3810025590847509, 0.3723236883507764, 0.36013910019560963, 0.3590625]",1021,1038,1462,"[1139, 196, 181, 208, 218, 1579]","[103850, 33215, 29238, 4601, 3200]",6,NA,2,"[0.6515151515151515, 0.6547619047619048]","[132, 84]",132,"Two","ENSMUSG00000028019","Pdgfc",-0.27,-1.274,2.417,0.04,1.599,-0.496,-3.99,12.13,0.16,7.44,-1.77,0.0011,0,0.87825,0,0.09616,0.007715,0,0.984031,1.8e-05,0.222947,75.62,0,-1,1,0,1,0,"Pdgfc","54635"
"120","ENSMUST00000171347",1094,821.094,5.78815887287027,2.47302777329479,-1.90527736932533,15.7005037269222,0.000535675889349364,0.0146471751360972,1,"ENSMUST00000171347.9","0","0","0",0.3,0.5,0.43952802359882,0.4104134762634,"[0.4788732394366197, 0.4661016949152542, 0.44715447154471544, 0.4143222506393862]","[0.3938879456706282, 0.4344569288389513, 0.3404255319148936]",102,339,653,"[71, 118, 123, 782]","[589, 267, 94]",4,NA,0,"","",NA,"None","ENSMUSG00000074874","Ctla2b",1.81,0.982,2.368,0.174,3.16,0.741,2.93,8.04,0.47,11.03,2.17,0.00991,0,0.64457,0,0.04563,0.03973,3.3e-05,0.945697,0,0.133107,39.44,0,1,1,0,1,0,"Ctla2b","13025"
"121","ENSMUST00000021822",2566,2293.094,1.01355950491043,0.685901675234705,1.19205346083393,15.0213913309659,0.000669487059763364,0.0172461383368746,1,"ENSMUST00000021822.7","0","0","1",0.2,0.437086092715232,0.383500557413601,0.343873517786561,"[0.41975308641975306, 0.4385245901639344, 0.2978723404255319, 0.42138364779874216, 0.33497536945812806, 0.3854166666666667, 0.34991119005328597]","[0.32016210739615, 0.349124613800206, 0.35039653929343906, 0.3770491803278688, 0.37541405962458596, 0.38673708920187794]",151,897,1518,"[81, 244, 94, 159, 203, 96, 1689]","[987, 1942, 4161, 2379, 2717, 1704]",7,NA,0,"","",NA,"One","ENSMUSG00000021390","Ogn",-0.45,-1.634,0.634,-0.512,-0.982,-2.055,-7.45,4.34,-2.91,-5.05,-8.72,0,0.00054,0.01036,0.00013,0,4.8e-05,0.005788,0.305216,0.000665,1.3e-05,47.61,0,-1,1,0,-1,-1,"Ogn","18295"
